+2.98e+10ns 50.28
+3e+10ns 50.04
+3.02e+10ns 50.04
+3.04e+10ns 50.04
+3.06e+10ns 50.04
+3.08e+10ns 49.98
+3.1e+10ns 49.98
+3.12e+10ns 49.98
+3.14e+10ns 45.42
+3.16e+10ns 50.22
+3.18e+10ns 50.16
+3.2e+10ns 50.16
+3.22e+10ns 50.1
+3.24e+10ns 50.22
+3.26e+10ns 50.1
+3.28e+10ns 50.1
+3.3e+10ns 50.04
+3.32e+10ns 50.04
+3.34e+10ns 49.98
+3.36e+10ns 50.04
+3.38e+10ns 49.98
+3.4e+10ns 49.98
+3.42e+10ns 50.1
+3.44e+10ns 49.92
+3.46e+10ns 49.98
+3.48e+10ns 49.92
+3.5e+10ns 49.92
+3.52e+10ns 49.92
+3.54e+10ns 49.92
+3.56e+10ns 49.92
+3.58e+10ns 49.92
+3.6e+10ns 50.04
+3.62e+10ns 49.92
+3.64e+10ns 49.92
+3.66e+10ns 49.92
+3.68e+10ns 49.92
+3.7e+10ns 49.92
+3.72e+10ns 49.92
+3.74e+10ns 49.98
+3.76e+10ns 49.92
+3.78e+10ns 50.1
+3.8e+10ns 49.98
+3.82e+10ns 49.98
+3.84e+10ns 50.04
+3.86e+10ns 49.98
+3.88e+10ns 50.04
+3.9e+10ns 50.04
+3.92e+10ns 50.1
+3.94e+10ns 50.1
+3.96e+10ns 50.22
+3.98e+10ns 50.1
+4e+10ns 50.16
+4.02e+10ns 50.16
+4.04e+10ns 50.22
+4.06e+10ns 50.22
+4.08e+10ns 45.42
+4.1e+10ns 50.4
+4.12e+10ns 50.34
+4.14e+10ns 50.46
+4.16e+10ns 50.28
+4.18e+10ns 50.28
+4.2e+10ns 50.22
+4.22e+10ns 50.22
+4.24e+10ns 50.22
+4.26e+10ns 50.16
+4.28e+10ns 50.1
+4.3e+10ns 50.16
+4.32e+10ns 50.22
+4.34e+10ns 50.1
+4.36e+10ns 50.1
+4.38e+10ns 50.04
+4.4e+10ns 49.98
+4.42e+10ns 50.04
+4.44e+10ns 49.98
+4.46e+10ns 49.98
+4.48e+10ns 49.98
+4.5e+10ns 45.24
+4.52e+10ns 50.22
+4.54e+10ns 50.16
+4.56e+10ns 50.16
+4.58e+10ns 50.28
+4.6e+10ns 50.16
+4.62e+10ns 50.1
+4.64e+10ns 50.04
+4.66e+10ns 50.1
+4.68e+10ns 50.04
+4.7e+10ns 50.04
+4.72e+10ns 49.98
+4.74e+10ns 50.04
+4.76e+10ns 50.1
+4.78e+10ns 49.98
+4.8e+10ns 49.98
+4.82e+10ns 49.92
+4.84e+10ns 49.98
+4.86e+10ns 49.92
+4.88e+10ns 49.92
+4.9e+10ns 49.92
+4.92e+10ns 49.92
+4.94e+10ns 50.04
+4.96e+10ns 49.92
+4.98e+10ns 49.92
+5e+10ns 49.92
+5.02e+10ns 49.92
+5.04e+10ns 49.92
+5.06e+10ns 49.92
+5.08e+10ns 49.92
+5.1e+10ns 49.92
+5.12e+10ns 50.1
+5.14e+10ns 49.98
+5.16e+10ns 49.92
+5.18e+10ns 49.98
+5.2e+10ns 50.04
+5.22e+10ns 49.98
+5.24e+10ns 50.04
+5.26e+10ns 49.98
+5.28e+10ns 50.1
+5.3e+10ns 50.16
+5.32e+10ns 50.1
+5.34e+10ns 50.1
+5.36e+10ns 50.16
+5.38e+10ns 50.16
+5.4e+10ns 50.16
+5.42e+10ns 50.22
+5.44e+10ns 50.22
+5.46e+10ns 45.48
+5.48e+10ns 50.46
+5.5e+10ns 50.34
+5.52e+10ns 50.28
+5.54e+10ns 50.34
+5.56e+10ns 50.22
+5.58e+10ns 50.28
+5.6e+10ns 50.16
+5.62e+10ns 50.22
+5.64e+10ns 50.16
+5.66e+10ns 50.28
+5.68e+10ns 50.1
+5.7e+10ns 50.1
+5.72e+10ns 50.1
+5.74e+10ns 50.04
+5.76e+10ns 50.04
+5.78e+10ns 50.04
+5.8e+10ns 49.98
+5.82e+10ns 49.98
+5.84e+10ns 50.1
+5.86e+10ns 49.98
+5.88e+10ns 45.18
+5.9e+10ns 50.22
+5.92e+10ns 50.28
+5.94e+10ns 50.16
+5.96e+10ns 50.16
+5.98e+10ns 50.1
+6e+10ns 50.1
+6.02e+10ns 50.1
+6.04e+10ns 50.04
+6.06e+10ns 50.1
+6.08e+10ns 49.98
+6.1e+10ns 50.16
+6.12e+10ns 49.98
+6.14e+10ns 49.98
+6.16e+10ns 49.98
+6.18e+10ns 49.98
+6.2e+10ns 49.92
+6.22e+10ns 49.98
+6.24e+10ns 49.92
+6.26e+10ns 49.92
+6.28e+10ns 50.04
+6.3e+10ns 49.92
+6.32e+10ns 49.92
+6.34e+10ns 49.92
+6.36e+10ns 49.92
+6.38e+10ns 49.92
+6.4e+10ns 49.92
+6.42e+10ns 49.92
+6.44e+10ns 49.92
+6.46e+10ns 50.04
+6.48e+10ns 49.98
+6.5e+10ns 49.92
+6.52e+10ns 49.98
+6.54e+10ns 49.98
+6.56e+10ns 49.98
+6.58e+10ns 49.98
+6.6e+10ns 49.98
+6.62e+10ns 50.04
+6.64e+10ns 50.16
+6.66e+10ns 50.04
+6.68e+10ns 50.1
+6.7e+10ns 50.1
+6.72e+10ns 50.1
+6.74e+10ns 50.16
+6.76e+10ns 50.16
+6.78e+10ns 50.16
+6.8e+10ns 50.22
+6.82e+10ns 45.42
+6.84e+10ns 50.46
+6.86e+10ns 50.34
+6.88e+10ns 50.34
+6.9e+10ns 50.28
+6.92e+10ns 50.28
+6.94e+10ns 50.28
+6.96e+10ns 50.22
+6.98e+10ns 50.22
+7e+10ns 50.28
+7.02e+10ns 50.16
+7.04e+10ns 50.1
+7.06e+10ns 50.16
+7.08e+10ns 50.1
+7.1e+10ns 50.04
+7.12e+10ns 50.1
+7.14e+10ns 50.04
+7.16e+10ns 49.98
+7.18e+10ns 50.16
+7.2e+10ns 49.98
+7.22e+10ns 49.98
+7.24e+10ns 45.3
+7.26e+10ns 50.28
+7.28e+10ns 50.16
+7.3e+10ns 50.16
+7.32e+10ns 50.16
+7.34e+10ns 50.1
+7.36e+10ns 50.1
+7.38e+10ns 50.04
+7.4e+10ns 50.1
+7.42e+10ns 49.98
+7.44e+10ns 50.16
+7.46e+10ns 49.98
+7.48e+10ns 50.04
+7.5e+10ns 49.98
+7.52e+10ns 49.92
+7.54e+10ns 49.98
+7.56e+10ns 49.98
+7.58e+10ns 49.92
+7.6e+10ns 49.92
+7.62e+10ns 50.04
+7.64e+10ns 49.92
+7.66e+10ns 49.92
+7.68e+10ns 49.92
+7.7e+10ns 49.92
+7.72e+10ns 49.92
+7.74e+10ns 49.92
+7.76e+10ns 49.92
+7.78e+10ns 49.92
+7.8e+10ns 50.04
+7.82e+10ns 49.92
+7.84e+10ns 49.98
+7.86e+10ns 49.92
+7.88e+10ns 49.98
+7.9e+10ns 49.98
+7.92e+10ns 49.98
+7.94e+10ns 50.04
+7.96e+10ns 49.98
+7.98e+10ns 50.16
+8e+10ns 50.04
+8.02e+10ns 50.1
+8.04e+10ns 50.04
+8.06e+10ns 50.1
+8.08e+10ns 50.16
+8.1e+10ns 50.16
+8.12e+10ns 50.16
+8.14e+10ns 50.16
+8.16e+10ns 50.34
+8.18e+10ns 45.36
+8.2e+10ns 50.4
+8.22e+10ns 50.4
+8.24e+10ns 50.28
+8.26e+10ns 50.34
+8.28e+10ns 50.28
+8.3e+10ns 50.22
+8.32e+10ns 50.22
+8.34e+10ns 50.34
+8.36e+10ns 50.16
+8.38e+10ns 50.16
+8.4e+10ns 50.1
+8.42e+10ns 50.1
+8.44e+10ns 50.16
+8.46e+10ns 50.04
+8.48e+10ns 50.04
+8.5e+10ns 50.04
+8.52e+10ns 50.16
+8.54e+10ns 49.98
+8.56e+10ns 49.98
+8.58e+10ns 49.98
+8.6e+10ns 49.98
+8.62e+10ns 45.42
+8.64e+10ns 50.16
+8.66e+10ns 50.22
+8.68e+10ns 50.16
+8.7e+10ns 50.1
+8.72e+10ns 50.1
+8.74e+10ns 50.1
+8.76e+10ns 50.04
+8.78e+10ns 50.22
+8.8e+10ns 49.98
+8.82e+10ns 50.04
+8.84e+10ns 50.04
+8.86e+10ns 49.98
+8.88e+10ns 49.98
+8.9e+10ns 49.92
+8.92e+10ns 49.98
+8.94e+10ns 49.98
+8.96e+10ns 50.04
+8.98e+10ns 49.92
+9e+10ns 49.92
+9.02e+10ns 49.92
+9.04e+10ns 49.92
+9.06e+10ns 49.92
+9.08e+10ns 49.92
+9.1e+10ns 49.92
+9.12e+10ns 49.92
+9.14e+10ns 50.04
+9.16e+10ns 49.92
+9.18e+10ns 49.92
+9.2e+10ns 49.92
+9.22e+10ns 49.98
+9.24e+10ns 49.92
+9.26e+10ns 49.98
+9.28e+10ns 49.98
+9.3e+10ns 49.98
+9.32e+10ns 50.16
+9.34e+10ns 49.98
+9.36e+10ns 50.04
+9.38e+10ns 50.04
+9.4e+10ns 50.1
+9.42e+10ns 50.04
+9.44e+10ns 50.16
+9.46e+10ns 50.1
+9.48e+10ns 50.16
+9.5e+10ns 50.28
+9.52e+10ns 50.22
+9.54e+10ns 50.22
+9.56e+10ns 45.42
+9.58e+10ns 50.34
+9.6e+10ns 50.4
+9.62e+10ns 50.28
+9.64e+10ns 50.28
+9.66e+10ns 50.28
+9.68e+10ns 50.4
+9.7e+10ns 50.16
+9.72e+10ns 50.22
+9.74e+10ns 50.16
+9.76e+10ns 50.16
+9.78e+10ns 50.1
+9.8e+10ns 50.1
+9.82e+10ns 50.1
+9.84e+10ns 50.1
+9.86e+10ns 50.16
+9.88e+10ns 49.98
+9.9e+10ns 50.04
+9.92e+10ns 49.98
+9.94e+10ns 49.98
+9.96e+10ns 49.98
+9.98e+10ns 45.18
+1e+11ns 50.28
+1.002e+11ns 50.22
+1.004e+11ns 50.16
+1.006e+11ns 50.1
+1.008e+11ns 50.16
+1.01e+11ns 50.1
+1.012e+11ns 50.22
+1.014e+11ns 50.04
+1.016e+11ns 50.04
+1.018e+11ns 50.04
+1.02e+11ns 50.04
+1.022e+11ns 49.98
+1.024e+11ns 49.98
+1.026e+11ns 49.98
+1.028e+11ns 49.98
+1.03e+11ns 50.04
+1.032e+11ns 49.98
+1.034e+11ns 49.92
+1.036e+11ns 49.92
+1.038e+11ns 49.92
+1.04e+11ns 49.92
+1.042e+11ns 49.92
+1.044e+11ns 49.92
+1.046e+11ns 49.92
+1.048e+11ns 50.04
+1.05e+11ns 49.92
+1.052e+11ns 49.92
+1.054e+11ns 49.92
+1.056e+11ns 49.92
+1.058e+11ns 49.92
+1.06e+11ns 49.98
+1.062e+11ns 49.98
+1.064e+11ns 49.92
+1.066e+11ns 50.1
+1.068e+11ns 50.04
+1.07e+11ns 49.98
+1.072e+11ns 50.04
+1.074e+11ns 50.04
+1.076e+11ns 50.04
+1.078e+11ns 50.04
+1.08e+11ns 50.1
+1.082e+11ns 50.1
+1.084e+11ns 50.28
+1.086e+11ns 50.16
+1.088e+11ns 50.16
+1.09e+11ns 50.22
+1.092e+11ns 50.22
+1.094e+11ns 45.48
+1.096e+11ns 50.34
+1.098e+11ns 50.34
+1.1e+11ns 50.34
+1.102e+11ns 50.4
+1.104e+11ns 50.28
+1.106e+11ns 50.22
+1.108e+11ns 50.22
+1.11e+11ns 50.16
+1.112e+11ns 50.16
+1.114e+11ns 50.16
+1.116e+11ns 50.1
+1.118e+11ns 50.1
+1.12e+11ns 50.22
+1.122e+11ns 50.04
+1.124e+11ns 50.04
+1.126e+11ns 50.04
+1.128e+11ns 49.98
+1.13e+11ns 50.04
+1.132e+11ns 49.98
+1.134e+11ns 45.36
+1.136e+11ns 50.22
+1.138e+11ns 50.16
+1.14e+11ns 50.16
+1.142e+11ns 50.1
+1.144e+11ns 50.16
+1.146e+11ns 50.16
+1.148e+11ns 50.1
+1.15e+11ns 50.04
+1.152e+11ns 50.04
+1.154e+11ns 50.04
+1.156e+11ns 49.98
+1.158e+11ns 50.04
+1.16e+11ns 49.98
+1.162e+11ns 49.92
+1.164e+11ns 50.1
+1.166e+11ns 49.98
+1.168e+11ns 49.92
+1.17e+11ns 49.92
+1.172e+11ns 49.92
+1.174e+11ns 49.92
+1.176e+11ns 49.92
+1.178e+11ns 49.92
+1.18e+11ns 49.92
+1.182e+11ns 50.04
+1.184e+11ns 49.92
+1.186e+11ns 49.92
+1.188e+11ns 49.92
+1.19e+11ns 49.92
+1.192e+11ns 49.92
+1.194e+11ns 49.98
+1.196e+11ns 49.92
+1.198e+11ns 49.98
+1.2e+11ns 50.1
+1.202e+11ns 49.98
+1.204e+11ns 49.98
+1.206e+11ns 50.04
+1.208e+11ns 50.04
+1.21e+11ns 50.04
+1.212e+11ns 50.04
+1.214e+11ns 50.1
+1.216e+11ns 50.1
+1.218e+11ns 50.22
+1.22e+11ns 50.16
+1.222e+11ns 50.16
+1.224e+11ns 50.22
+1.226e+11ns 50.22
+1.228e+11ns 45.36
+1.23e+11ns 50.34
+1.232e+11ns 50.34
+1.234e+11ns 50.34
+1.236e+11ns 50.46
+1.238e+11ns 50.28
+1.24e+11ns 50.22
+1.242e+11ns 50.22
+1.244e+11ns 50.22
+1.246e+11ns 50.16
+1.248e+11ns 50.16
+1.25e+11ns 50.16
+1.252e+11ns 50.1
+1.254e+11ns 50.22
+1.256e+11ns 50.1
+1.258e+11ns 50.04
+1.26e+11ns 50.04
+1.262e+11ns 49.98
+1.264e+11ns 50.04
+1.266e+11ns 49.98
+1.268e+11ns 49.98
+1.27e+11ns 49.98
+1.272e+11ns 45.36
+1.274e+11ns 50.16
+1.276e+11ns 50.22
+1.278e+11ns 50.16
+1.28e+11ns 50.22
+1.282e+11ns 50.16
+1.284e+11ns 50.04
+1.286e+11ns 50.1
+1.288e+11ns 50.04
+1.29e+11ns 50.04
+1.292e+11ns 50.04
+1.294e+11ns 49.98
+1.296e+11ns 49.98
+1.298e+11ns 50.16
+1.3e+11ns 49.92
+1.302e+11ns 49.98
+1.304e+11ns 49.98
+1.306e+11ns 49.92
+1.308e+11ns 49.92
+1.31e+11ns 49.92
+1.312e+11ns 49.92
+1.314e+11ns 49.92
+1.316e+11ns 50.04
+1.318e+11ns 49.92
+1.32e+11ns 49.92
+1.322e+11ns 49.92
+1.324e+11ns 49.92
+1.326e+11ns 49.92
+1.328e+11ns 49.92
+1.33e+11ns 49.92
+1.332e+11ns 49.98
+1.334e+11ns 50.04
+1.336e+11ns 49.98
+1.338e+11ns 49.98
+1.34e+11ns 49.98
+1.342e+11ns 49.98
+1.344e+11ns 50.04
+1.346e+11ns 50.04
+1.348e+11ns 50.04
+1.35e+11ns 50.04
+1.352e+11ns 50.22
+1.354e+11ns 50.1
+1.356e+11ns 50.1
+1.358e+11ns 50.16
+1.36e+11ns 50.16
+1.362e+11ns 50.22
+1.364e+11ns 50.22
+1.366e+11ns 45.42
+1.368e+11ns 50.34
+1.37e+11ns 50.46
+1.372e+11ns 50.34
+1.374e+11ns 50.28
+1.376e+11ns 50.28
+1.378e+11ns 50.28
+1.38e+11ns 50.16
+1.382e+11ns 50.22
+1.384e+11ns 50.16
+1.386e+11ns 50.16
+1.388e+11ns 50.28
+1.39e+11ns 50.1
+1.392e+11ns 50.1
+1.394e+11ns 50.04
+1.396e+11ns 50.04
+1.398e+11ns 50.04
+1.4e+11ns 50.04
+1.402e+11ns 49.98
+1.404e+11ns 49.98
+1.406e+11ns 50.1
+1.408e+11ns 49.26
+1.41e+11ns 46.02
+1.412e+11ns 50.22
+1.414e+11ns 50.28
+1.416e+11ns 50.16
+1.418e+11ns 50.1
+1.42e+11ns 50.1
+1.422e+11ns 50.1
+1.424e+11ns 50.1
+1.426e+11ns 50.04
+1.428e+11ns 50.04
+1.43e+11ns 49.98
+1.432e+11ns 50.16
+1.434e+11ns 49.98
+1.436e+11ns 49.98
+1.438e+11ns 49.98
+1.44e+11ns 49.92
+1.442e+11ns 49.98
+1.444e+11ns 49.92
+1.446e+11ns 49.92
+1.448e+11ns 49.92
+1.45e+11ns 50.04
+1.452e+11ns 49.92
+1.454e+11ns 49.92
+1.456e+11ns 49.92
+1.458e+11ns 49.92
+1.46e+11ns 49.92
+1.462e+11ns 49.92
+1.464e+11ns 49.92
+1.466e+11ns 49.92
+1.468e+11ns 50.04
+1.47e+11ns 49.98
+1.472e+11ns 49.92
+1.474e+11ns 49.98
+1.476e+11ns 49.98
+1.478e+11ns 49.98
+1.48e+11ns 50.04
+1.482e+11ns 49.98
+1.484e+11ns 50.04
+1.486e+11ns 50.16
+1.488e+11ns 50.1
+1.49e+11ns 50.1
+1.492e+11ns 50.1
+1.494e+11ns 50.1
+1.496e+11ns 50.16
+1.498e+11ns 50.16
+1.5e+11ns 50.22
+1.502e+11ns 50.22
+1.504e+11ns 45.6
+1.506e+11ns 50.34
+1.508e+11ns 50.34
+1.51e+11ns 50.34
+1.512e+11ns 50.28
+1.514e+11ns 50.28
+1.516e+11ns 50.22
+1.518e+11ns 50.22
+1.52e+11ns 50.22
+1.522e+11ns 50.28
+1.524e+11ns 50.16
+1.526e+11ns 50.1
+1.528e+11ns 50.1
+1.53e+11ns 50.1
+1.532e+11ns 50.1
+1.534e+11ns 50.04
+1.536e+11ns 49.98
+1.538e+11ns 50.04
+1.54e+11ns 50.1
+1.542e+11ns 49.98
+1.544e+11ns 49.98
+1.546e+11ns 45.12
+1.548e+11ns 50.34
+1.55e+11ns 50.16
+1.552e+11ns 50.16
+1.554e+11ns 50.16
+1.556e+11ns 50.16
+1.558e+11ns 50.1
+1.56e+11ns 50.04
+1.562e+11ns 50.1
+1.564e+11ns 50.04
+1.566e+11ns 50.16
+1.568e+11ns 49.98
+1.57e+11ns 50.04
+1.572e+11ns 49.98
+1.574e+11ns 49.98
+1.576e+11ns 49.98
+1.578e+11ns 49.92
+1.58e+11ns 49.98
+1.582e+11ns 49.92
+1.584e+11ns 50.04
+1.586e+11ns 49.92
+1.588e+11ns 49.92
+1.59e+11ns 49.92
+1.592e+11ns 49.92
+1.594e+11ns 49.92
+1.596e+11ns 49.92
+1.598e+11ns 49.92
+1.6e+11ns 49.92
+1.602e+11ns 50.04
+1.604e+11ns 49.92
+1.606e+11ns 49.92
+1.608e+11ns 49.98
+1.61e+11ns 49.98
+1.612e+11ns 49.92
+1.614e+11ns 49.98
+1.616e+11ns 50.04
+1.618e+11ns 49.98
+1.62e+11ns 50.16
+1.622e+11ns 50.04
+1.624e+11ns 50.04
+1.626e+11ns 50.04
+1.628e+11ns 50.1
+1.63e+11ns 50.1
+1.632e+11ns 50.16
+1.634e+11ns 50.16
+1.636e+11ns 50.16
+1.638e+11ns 50.34
+1.64e+11ns 50.22
+1.642e+11ns 45.48
+1.644e+11ns 50.34
+1.646e+11ns 50.34
+1.648e+11ns 50.34
+1.65e+11ns 50.28
+1.652e+11ns 50.22
+1.654e+11ns 50.28
+1.656e+11ns 50.34
+1.658e+11ns 50.16
+1.66e+11ns 50.16
+1.662e+11ns 50.1
+1.664e+11ns 50.16
+1.666e+11ns 50.1
+1.668e+11ns 50.1
+1.67e+11ns 50.04
+1.672e+11ns 50.04
+1.674e+11ns 50.16
+1.676e+11ns 49.98
+1.678e+11ns 49.98
+1.68e+11ns 50.04
+1.682e+11ns 49.92
+1.684e+11ns 45.36
+1.686e+11ns 50.22
+1.688e+11ns 50.16
+1.69e+11ns 50.22
+1.692e+11ns 50.1
+1.694e+11ns 50.16
+1.696e+11ns 50.1
+1.698e+11ns 50.04
+1.7e+11ns 50.16
+1.702e+11ns 50.1
+1.704e+11ns 49.98
+1.706e+11ns 50.04
+1.708e+11ns 49.98
+1.71e+11ns 49.98
+1.712e+11ns 49.98
+1.714e+11ns 49.98
+1.716e+11ns 49.92
+1.718e+11ns 50.1
+1.72e+11ns 49.92
+1.722e+11ns 49.92
+1.724e+11ns 49.92
+1.726e+11ns 49.92
+1.728e+11ns 49.92
+1.73e+11ns 49.92
+1.732e+11ns 49.92
+1.734e+11ns 49.92
+1.736e+11ns 50.04
+1.738e+11ns 49.92
+1.74e+11ns 49.92
+1.742e+11ns 49.92
+1.744e+11ns 49.98
+1.746e+11ns 49.92
+1.748e+11ns 49.98
+1.75e+11ns 49.98
+1.752e+11ns 49.98
+1.754e+11ns 50.1
+1.756e+11ns 49.98
+1.758e+11ns 50.04
+1.76e+11ns 50.04
+1.762e+11ns 50.04
+1.764e+11ns 50.1
+1.766e+11ns 50.1
+1.768e+11ns 50.1
+1.77e+11ns 50.16
+1.772e+11ns 50.28
+1.774e+11ns 50.16
+1.776e+11ns 50.22
+1.778e+11ns 45.3
+1.78e+11ns 50.4
+1.782e+11ns 50.4
+1.784e+11ns 50.34
+1.786e+11ns 50.28
+1.788e+11ns 50.28
+1.79e+11ns 50.4
+1.792e+11ns 50.22
+1.794e+11ns 50.22
+1.796e+11ns 50.16
+1.798e+11ns 50.16
+1.8e+11ns 50.1
+1.802e+11ns 50.16
+1.804e+11ns 50.1
+1.806e+11ns 50.1
+1.808e+11ns 50.16
+1.81e+11ns 50.04
+1.812e+11ns 49.98
+1.814e+11ns 50.04
+1.816e+11ns 49.98
+1.818e+11ns 49.98
+1.82e+11ns 49.98
+1.822e+11ns 45.3
+1.824e+11ns 50.22
+1.826e+11ns 50.22
+1.828e+11ns 50.16
+1.83e+11ns 50.1
+1.832e+11ns 50.1
+1.834e+11ns 50.1
+1.836e+11ns 50.22
+1.838e+11ns 50.04
+1.84e+11ns 50.04
+1.842e+11ns 50.04
+1.844e+11ns 49.98
+1.846e+11ns 49.98
+1.848e+11ns 49.98
+1.85e+11ns 49.98
+1.852e+11ns 50.1
+1.854e+11ns 49.92
+1.856e+11ns 49.98
+1.858e+11ns 49.92
+1.86e+11ns 49.92
+1.862e+11ns 49.92
+1.864e+11ns 49.92
+1.866e+11ns 49.92
+1.868e+11ns 49.92
+1.87e+11ns 50.04
+1.872e+11ns 49.92
+1.874e+11ns 49.92
+1.876e+11ns 49.92
+1.878e+11ns 49.92
+1.88e+11ns 49.92
+1.882e+11ns 49.98
+1.884e+11ns 49.92
+1.886e+11ns 49.98
+1.888e+11ns 50.1
+1.89e+11ns 49.98
+1.892e+11ns 49.98
+1.894e+11ns 50.04
+1.896e+11ns 50.04
+1.898e+11ns 50.04
+1.9e+11ns 50.04
+1.902e+11ns 50.1
+1.904e+11ns 50.1
+1.906e+11ns 50.22
+1.908e+11ns 50.16
+1.91e+11ns 50.16
+1.912e+11ns 50.16
+1.914e+11ns 50.22
+1.916e+11ns 45.42
+1.918e+11ns 50.34
+1.92e+11ns 50.4
+1.922e+11ns 50.34
+1.924e+11ns 50.4
+1.926e+11ns 50.28
+1.928e+11ns 50.22
+1.93e+11ns 50.22
+1.932e+11ns 50.22
+1.934e+11ns 50.16
+1.936e+11ns 50.16
+1.938e+11ns 50.1
+1.94e+11ns 50.1
+1.942e+11ns 50.28
+1.944e+11ns 50.04
+1.946e+11ns 50.04
+1.948e+11ns 50.04
+1.95e+11ns 50.04
+1.952e+11ns 49.98
+1.954e+11ns 49.98
+1.956e+11ns 49.98
+1.958e+11ns 49.98
+1.96e+11ns 45.42
+1.962e+11ns 50.16
+1.964e+11ns 50.22
+1.966e+11ns 50.16
+1.968e+11ns 50.1
+1.97e+11ns 50.22
+1.972e+11ns 50.1
+1.974e+11ns 50.04
+1.976e+11ns 50.1
+1.978e+11ns 50.04
+1.98e+11ns 49.98
+1.982e+11ns 50.04
+1.984e+11ns 49.98
+1.986e+11ns 49.98
+1.988e+11ns 50.04
+1.99e+11ns 49.98
+1.992e+11ns 49.98
+1.994e+11ns 49.92
+1.996e+11ns 49.92
+1.998e+11ns 49.92
