0.140095 10
0.181396 11
0.183799 13
0.186202 15
0.188606 17
0.191009 19
0.225434 21
0.228202 23
0.23097 25
0.233738 27
0.236506 29
0.239275 31
0.242043 33
0.244811 35
0.263935 37
0.266704 39
0.269472 41
0.27224 43
0.275008 45
0.277776 47
0.280544 49
0.283065 51
0.292736 53
0.29514 55
0.297543 57
0.299946 59
0.302349 61
0.304752 63
0.307156 65
0.309559 67
0.311962 69
0.314365 71
0.316768 73
0.319172 75
0.321575 77
0.323978 79
0.326381 81
0.328784 83
0.331188 85
0.333591 87
0.335994 89
0.338397 91
0.3408 93
0.343204 95
0.345607 97
0.34801 99
0.350413 101
0.379252 103
0.739732 104.522
0.859892 75.8736
0.900746 73.8736
1.18673 75.8736
1.22758 73.8736
1.23479 71.5773
1.51356 73.5773
1.55442 71.5773
1.8404 73.5773
1.88125 71.5773
2.16723 73.5773
2.20809 71.5773
2.49407 73.5773
2.53492 71.5773
2.8209 73.5773
2.86176 71.5773
3.14774 73.5773
3.18859 71.5773
3.47457 73.5773
3.51543 71.5773
3.80141 73.5773
3.84226 71.5773
4.12824 73.5773
4.1691 71.5773
4.45508 73.5773
4.49593 71.5773
4.78191 73.5773
4.82277 71.5773
5.10875 73.5773
5.1496 71.5773
5.43558 73.5773
5.47644 71.5773
5.76242 73.5773
5.80327 71.5773
6.08925 73.5773
6.13011 71.5773
6.41609 73.5773
6.45694 71.5773
6.74293 73.5773
6.78378 71.5773
7.06976 73.5773
7.11061 71.5773
7.3966 73.5773
7.43745 71.5773
7.72343 73.5773
7.76429 71.5773
8.05027 73.5773
8.09112 71.5773
8.3771 73.5773
8.41796 71.5773
8.70394 73.5773
8.74479 71.5773
9.03077 73.5773
9.07163 71.5773
9.35761 73.5773
9.39846 71.5773
9.68444 73.5773
9.7253 71.5773
10.0113 73.5773
10.0521 71.5773
10.141 59.4385
10.141 4
10.1435 6
10.1435 4
10.1459 6
10.1459 4
10.1483 6
10.1483 4
10.1507 6
10.1507 4
10.1531 6
10.1531 4
10.1555 6
10.1555 4
10.1579 6
10.1579 4
10.1603 6
10.1603 4
10.1627 6
10.1627 4
10.1651 6
10.1651 4
10.1675 6
10.1675 4
10.1699 6
10.1699 4
10.1723 6
10.1723 4
10.1747 6
10.1747 4
10.1771 6
10.1771 4
10.1795 6
10.1795 4
10.1819 6
10.1819 4
10.1843 6
10.1843 4
10.1867 6
10.1867 4
10.1891 6
10.1891 4
10.1915 6
10.1915 4
10.1939 6
10.1939 4
10.1963 6
10.1963 4
10.2352 6
10.2352 4
10.2388 6
10.2388 4
10.2777 6
10.2777 4
10.2813 6
10.2813 4
10.3201 6
10.3201 4
10.3237 6
10.3237 4
10.3626 6
10.3626 4
10.3662 6
10.3662 4
10.4051 71.5773
10.4051 73.5773
10.4087 75.5773
10.4475 77.5773
10.4499 79.5773
10.4524 81.5773
10.4548 81.7852
10.4572 81.134
10.4596 80.355
10.462 79.674
10.4644 79.2859
10.4668 78.739
10.4692 78.4675
10.4716 78.0228
10.474 77.6333
10.4764 77.5
10.4788 77.1761
10.4812 77.1001
10.4836 76.826
10.486 76.5863
10.4884 76.5843
10.4908 76.3743
10.4956 78.2127
10.5028 78.1229
10.5076 78.02
10.5148 77.9938
10.5196 77.9206
10.5317 77.8702
10.5629 75.8702
10.8657 77.8702
10.909 75.8702
11.2118 77.8702
11.255 75.8702
11.5578 77.8702
11.6011 75.8702
11.9039 77.8702
11.9471 75.8702
12.2499 77.8702
12.2932 75.8702
12.596 77.8702
12.6393 75.8702
12.9421 77.8702
12.9853 75.8702
13.2881 77.8702
13.3314 75.8702
13.6342 77.8702
13.6774 75.8702
13.9803 77.8702
14.0235 75.8702
14.3263 77.8702
14.3696 75.8702
14.6724 77.8702
14.7156 75.8702
15.0184 77.8702
15.0617 75.8702
15.3645 77.8702
15.4078 75.8702
15.7106 77.8702
15.7538 75.8702
16.0566 77.8702
16.0999 75.8702
16.4027 77.8702
16.4459 75.8702
16.7487 77.8702
16.792 75.8702
17.0948 77.8702
17.1381 75.8702
17.4409 77.8702
17.4841 75.8702
17.7869 77.8702
17.8302 75.8702
18.133 77.8702
18.1762 75.8702
18.479 77.8702
18.5223 75.8702
18.8251 77.8702
18.8684 75.8702
19.1712 77.8702
19.2144 75.8702
19.5172 77.8702
19.5605 75.8702
19.8633 77.8702
19.9065 75.8702
20.2093 77.8702
20.2526 75.8702
20.5338 45.261
20.5338 4
20.5362 6
20.5362 4
20.5386 6
20.5386 4
20.541 6
20.541 4
20.5434 6
20.5434 4
20.5458 6
20.5458 4
20.5482 6
20.5482 4
20.5506 6
20.5506 4
20.553 6
20.553 4
20.5554 6
20.5554 4
20.5578 6
20.5578 4
20.5602 6
20.5602 4
20.5626 6
20.5626 4
20.565 6
20.565 4
20.5674 6
20.5674 4
20.5698 6
20.5698 4
20.5722 6
20.5722 4
20.5746 6
20.5746 4
20.577 6
20.577 4
20.5794 6
20.5794 4
20.6183 6
20.6183 4
20.6219 6
20.6219 4
20.6608 6
20.6608 4
20.6644 6
20.6644 4
20.7032 6
20.7032 4
20.7069 6
20.7069 4
20.7457 6
20.7457 4
20.7493 6
20.7493 4
20.7882 75.8702
20.7882 77.8702
20.7918 77.4171
20.8307 76.6872
20.8332 76.2465
20.8358 75.663
20.8383 75.3501
20.8408 74.8785
20.8433 74.6644
20.8459 74.2783
20.8484 74.1388
20.8509 73.8191
20.8534 73.7369
20.856 73.4669
20.8585 73.4289
20.861 73.3957
20.8635 73.3667
20.866 73.3412
20.8686 73.1209
20.8736 72.9323
20.8787 72.788
20.8837 72.6775
20.8888 72.5932
20.8938 72.5283
20.8989 72.4793
20.9039 72.4413
20.9089 72.4123
20.914 72.3902
20.9216 74.3902
20.9367 74.3757
20.9417 74.3619
20.9468 74.3515
20.9518 74.3432
20.9569 74.337
20.9619 74.3329
20.9716 74.7811
20.9836 75.6222
20.9956 76.3978
21.0004 74.3978
21.0077 75.1146
21.0221 75.6996
21.3032 77.6996
21.3537 75.6996
21.6565 77.6996
21.6998 75.6996
22.0026 77.6996
22.0458 75.6996
22.3486 77.6996
22.3919 75.6996
22.6947 77.6996
22.738 75.6996
23.0408 77.6996
23.084 75.6996
23.3868 77.6996
23.4301 75.6996
23.7329 77.6996
23.7761 75.6996
24.0789 77.6996
24.1222 75.6996
24.425 77.6996
24.4683 75.6996
24.7711 77.6996
24.8143 75.6996
25.1171 77.6996
25.1604 75.6996
25.4632 77.6996
25.5064 75.6996
25.8092 77.6996
25.8525 75.6996
26.1553 77.6996
26.1986 75.6996
26.5014 77.6996
26.5446 75.6996
26.8474 77.6996
26.8907 75.6996
27.1935 77.6996
27.2368 75.6996
27.5396 77.6996
27.5828 75.6996
27.8856 77.6996
27.9289 75.6996
28.2317 77.6996
28.2749 75.6996
28.5777 77.6996
28.621 75.6996
28.9238 77.6996
28.9671 75.6996
29.2699 77.6996
29.3131 75.6996
29.6159 77.6996
29.6592 75.6996
29.962 77.6996
30.0052 75.6996
30.308 77.6996
30.3513 75.6996
30.6541 77.6996
30.6974 75.6996
30.9641 45.6347
30.9641 4
30.9665 6
30.9665 4
30.9689 6
30.9689 4
30.9713 6
30.9713 4
30.9737 6
30.9737 4
30.9761 6
30.9761 4
30.9785 6
30.9785 4
30.9809 6
30.9809 4
30.9833 6
30.9833 4
30.9857 6
30.9857 4
30.9881 6
30.9881 4
30.9905 6
30.9905 4
30.993 6
30.993 4
30.9954 6
30.9954 4
30.9978 6
30.9978 4
31.0002 6
31.0002 4
31.0026 6
31.0026 4
31.005 6
31.005 4
31.0074 6
31.0074 4
31.0098 6
31.0098 4
31.0486 6
31.0486 4
31.0522 6
31.0522 4
31.0911 6
31.0911 4
31.0947 6
31.0947 4
31.1336 6
31.1336 4
31.1372 6
31.1372 4
31.1761 6
31.1761 4
31.1797 6
31.1797 4
31.2185 75.8702
31.2185 77.8702
31.2221 77.4903
31.2611 76.9496
31.2636 76.2783
31.2661 75.8888
31.2686 75.3494
31.2712 75.0767
31.2737 74.6388
31.2762 74.4544
31.2787 74.0946
31.2812 73.9786
31.2838 73.6782
31.2863 73.614
31.2888 73.3591
31.2913 73.3349
31.2939 73.1153
31.2989 72.9282
31.304 72.7852
31.3166 72.7707
31.3216 72.6644
31.3267 72.5829
31.3317 72.5207
31.3368 72.4731
31.3418 72.4365
31.3469 72.4088
31.3519 72.3874
31.3569 72.3709
31.362 72.3584
31.3897 72.3543
31.3948 72.346
31.3998 72.3391
31.4049 72.3343
31.4099 72.3301
31.415 72.3273
31.4377 74.3273
31.468 74.3253
31.4755 71.1008
31.4829 71.0608
31.4877 73.0608
31.4901 74.7307
31.4998 75.5718
31.5118 76.3467
31.519 74.3467
31.5238 75.0628
31.5406 75.6464
31.8218 77.6464
31.8723 75.6464
32.1751 77.6464
32.2183 75.6464
32.5211 77.6464
32.5644 75.6464
32.8672 77.6464
32.9104 75.6464
33.2132 77.6464
33.2565 75.6464
33.5593 77.6464
33.6026 75.6464
33.9054 77.6464
33.9486 75.6464
34.2514 77.6464
34.2947 75.6464
34.5975 77.6464
34.6407 75.6464
34.9435 77.6464
34.9868 75.6464
35.2896 77.6464
35.3329 75.6464
35.6357 77.6464
35.6789 75.6464
35.9817 77.6464
36.025 75.6464
36.3278 77.6464
36.371 75.6464
36.6738 77.6464
36.7171 75.6464
37.0199 77.6464
37.0632 75.6464
37.366 77.6464
37.4092 75.6464
37.712 77.6464
37.7553 75.6464
38.0581 77.6464
38.1013 75.6464
38.4041 77.6464
38.4474 75.6464
38.7502 77.6464
38.7935 75.6464
39.0963 77.6464
39.1395 75.6464
39.4423 77.6464
39.4856 75.6464
39.7884 77.6464
39.8317 75.6464
40.1345 77.6464
40.1777 75.6464
40.4805 77.6464
40.5238 75.6464
40.8266 77.6464
40.8698 75.6464
41.1726 77.6464
41.2159 75.6464
41.4851 45.6209
41.4851 4
41.4875 6
41.4875 4
41.4899 6
41.4899 4
41.4923 6
41.4923 4
41.4947 6
41.4947 4
41.4971 6
41.4971 4
41.4995 6
41.4995 4
41.5019 6
41.5019 4
41.5043 6
41.5043 4
41.5067 6
41.5067 4
41.5091 6
41.5091 4
41.5115 6
41.5115 4
41.5139 6
41.5139 4
41.5163 6
41.5163 4
41.5187 6
41.5187 4
41.5211 6
41.5211 4
41.5235 6
41.5235 4
41.5259 6
41.5259 4
41.5283 6
41.5283 4
41.5307 6
41.5307 4
41.5696 6
41.5696 4
41.5732 6
41.5732 4
41.6121 6
41.6121 4
41.6157 6
41.6157 4
41.6545 6
41.6545 4
41.6581 6
41.6581 4
41.697 6
41.697 4
41.7006 6
41.7006 4
41.7395 75.8702
41.7395 77.8702
41.7431 79.8702
41.7819 76.7742
41.7843 76.3232
41.7867 75.73
41.7891 75.4088
41.7915 74.9302
41.794 74.511
41.7964 74.3425
41.7988 73.9965
41.8012 73.8923
41.8036 73.6029
41.806 73.3501
41.8084 73.3267
41.8108 73.1077
41.8156 72.9227
41.818 72.7548
41.8228 73.4751
41.8278 73.3957
41.8303 75.3957
41.8328 75.3349
41.8379 75.2887
41.8429 75.2528
41.848 75.2251
41.8656 75.2196
41.8706 75.1996
41.8923 75.8039
41.9019 76.4054
41.9043 74.4054
41.9139 75.1243
41.9259 75.6892
41.9403 75.7493
42.2071 77.7493
42.2576 75.7493
42.5604 77.7493
42.6036 75.7493
42.9064 77.7493
42.9497 75.7493
43.2525 77.7493
43.2957 75.7493
43.5985 77.7493
43.6418 75.7493
43.9446 77.7493
43.9879 75.7493
44.2907 77.7493
44.3339 75.7493
44.6367 77.7493
44.68 75.7493
44.9828 77.7493
45.026 75.7493
45.3288 77.7493
45.3721 75.7493
45.6749 77.7493
45.7182 75.7493
46.021 77.7493
46.0642 75.7493
46.367 77.7493
46.4103 75.7493
46.7131 77.7493
46.7563 75.7493
47.0592 77.7493
47.1024 75.7493
47.4052 77.7493
47.4485 75.7493
47.7513 77.7493
47.7945 75.7493
48.0973 77.7493
48.1406 75.7493
48.4434 77.7493
48.4867 75.7493
48.7895 77.7493
48.8327 75.7493
49.1355 77.7493
49.1788 75.7493
49.4816 77.7493
49.5248 75.7493
49.8276 77.7493
49.8709 75.7493
50.1737 77.7493
50.217 75.7493
50.5198 77.7493
50.563 75.7493
50.8658 77.7493
50.9091 75.7493
51.2119 77.7493
51.2551 75.7493
51.5579 77.7493
51.6012 75.7493
51.8728 45.511
51.8728 4
51.8752 6
51.8752 4
51.8776 6
51.8776 4
51.88 6
51.88 4
51.8824 6
51.8824 4
51.8848 6
51.8848 4
51.8872 6
51.8872 4
51.8896 6
51.8896 4
51.892 6
51.892 4
51.8944 6
51.8944 4
51.8968 6
51.8968 4
51.8992 6
51.8992 4
51.9016 6
51.9016 4
51.904 6
51.904 4
51.9064 6
51.9064 4
51.9088 6
51.9088 4
51.9112 6
51.9112 4
51.9136 6
51.9136 4
51.916 6
51.916 4
51.9184 6
51.9184 4
51.9573 6
51.9573 4
51.9609 6
51.9609 4
51.9998 6
51.9998 4
52.0034 6
52.0034 4
52.0422 6
52.0422 4
52.0458 6
52.0458 4
52.0847 6
